"Id","TotalSleepRecords","TotalMinutesAsleep","TotalTimeInBed","ActivityDate.x","ActivityDate.y","TotalSteps","TotalDistance","TrackerDistance","LoggedActivitiesDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","SedentaryActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","SleepEfficiency","ActivityToSedentaryRatio"
1503960366,1,360,377,2016-04-20,2016-04-10,10057,6.98000001907349,6.98000001907349,0,4,0.490000009536743,2.48000001907349,0,44,13,168,737,1755,0.954907161803713,13.6458616010855
1503960366,1,360,377,2016-04-20,2016-03-26,17609,11.5500001907349,11.5500001907349,0,6.92000007629395,0.730000019073486,3.91000008583069,0,89,17,274,588,2154,0.954907161803713,29.9472789115646
1503960366,1,360,377,2016-04-20,2016-04-08,12521,7.94000005722046,7.94000005722046,0,3.30999994277954,0.899999976158142,3.74000000953674,0,46,22,212,1160,1895,0.954907161803713,10.7939655172414
1503960366,1,360,377,2016-04-20,2016-03-27,12736,8.52999973297119,8.52999973297119,0,4.65999984741211,0.159999996423721,3.71000003814697,0,56,5,268,605,1944,0.954907161803713,21.0512396694215
1503960366,1,360,377,2016-04-20,2016-03-25,11004,7.1100001335144,7.1100001335144,0,2.5699999332428,0.46000000834465,4.07000017166138,0,33,12,205,804,1819,0.954907161803713,13.6865671641791
1503960366,1,360,377,2016-04-20,2016-04-11,10990,7.26000022888184,7.26000022888184,0,2.03999996185303,0.569999992847443,4.65000009536743,0,26,14,216,855,1811,0.954907161803713,12.8538011695906
1503960366,1,360,377,2016-04-20,2016-04-07,10198,6.44000005722046,6.44000005722046,0,1.20000004768372,0.790000021457672,4.44999980926514,0,17,20,195,1208,1755,0.954907161803713,8.44205298013245
1503960366,1,360,377,2016-04-20,2016-04-03,10016,6.36999988555908,6.36999988555908,0,0.910000026226044,1.27999997138977,4.17999982833862,0,15,30,314,655,1850,0.954907161803713,15.2916030534351
1503960366,1,360,377,2016-04-20,2016-04-04,14557,9.80000019073486,9.80000019073486,0,3.39000010490417,0.699999988079071,5.69000005722046,0,43,18,285,757,2030,0.954907161803713,19.2298546895641
1503960366,1,360,377,2016-04-20,2016-03-31,12256,7.8600001335144,7.8600001335144,0,2.28999996185303,0.490000009536743,5.03999996185303,0,33,12,239,820,1889,0.954907161803713,14.9463414634146
1503960366,1,360,377,2016-04-20,2016-03-28,13231,8.93000030517578,8.93000030517578,0,3.19000005722046,0.790000021457672,4.94999980926514,0,39,20,224,1080,1932,0.954907161803713,12.2509259259259
1503960366,1,360,377,2016-04-20,2016-04-01,12262,7.86999988555908,7.86999988555908,0,3.3199999332428,0.829999983310699,3.64000010490417,0,47,21,200,866,1868,0.954907161803713,14.1593533487298
1503960366,1,360,377,2016-04-20,2016-04-02,11248,7.25,7.25,0,3,0.449999988079071,3.74000000953674,0,40,11,244,636,1843,0.954907161803713,17.685534591195
1503960366,1,360,377,2016-04-20,2016-04-05,14844,9.72999954223633,9.72999954223633,0,2.94000005722046,0.759999990463257,6.03999996185303,0,36,18,341,736,2083,0.954907161803713,20.1684782608696
1503960366,1,360,377,2016-04-20,2016-04-06,11974,7.67000007629395,7.67000007629395,0,2.03999996185303,0.479999989271164,5.15000009536743,0,27,12,228,1173,1861,0.954907161803713,10.2080136402387
1503960366,1,360,377,2016-04-20,2016-03-29,12041,7.84999990463257,7.84999990463257,0,2.16000008583069,1.0900000333786,4.6100001335144,0,28,28,243,763,1886,0.954907161803713,15.781127129751
1503960366,1,360,377,2016-04-20,2016-03-30,10970,7.15999984741211,7.15999984741211,0,2.35999989509583,0.509999990463257,4.28999996185303,0,30,13,223,1174,1820,0.954907161803713,9.34412265758092
1503960366,1,325,364,2016-04-21,2016-04-09,12432,8.10000038146973,8.10000038146973,0,2.58999991416931,0.589999973773956,4.92000007629395,0,32,15,248,738,1883,0.892857142857143,16.8455284552846
1503960366,1,325,364,2016-04-21,2016-04-12,224,0.140000000596046,0.140000000596046,0,0,0,0.129999995231628,0,0,0,9,32,50,0.892857142857143,7
1503960366,1,325,364,2016-04-21,2016-04-10,10057,6.98000001907349,6.98000001907349,0,4,0.490000009536743,2.48000001907349,0,44,13,168,737,1755,0.892857142857143,13.6458616010855
1503960366,1,325,364,2016-04-21,2016-03-26,17609,11.5500001907349,11.5500001907349,0,6.92000007629395,0.730000019073486,3.91000008583069,0,89,17,274,588,2154,0.892857142857143,29.9472789115646
1503960366,1,325,364,2016-04-21,2016-04-08,12521,7.94000005722046,7.94000005722046,0,3.30999994277954,0.899999976158142,3.74000000953674,0,46,22,212,1160,1895,0.892857142857143,10.7939655172414
1503960366,1,325,364,2016-04-21,2016-03-27,12736,8.52999973297119,8.52999973297119,0,4.65999984741211,0.159999996423721,3.71000003814697,0,56,5,268,605,1944,0.892857142857143,21.0512396694215
1503960366,1,325,364,2016-04-21,2016-03-25,11004,7.1100001335144,7.1100001335144,0,2.5699999332428,0.46000000834465,4.07000017166138,0,33,12,205,804,1819,0.892857142857143,13.6865671641791
